Data;energia_ativa_f1;energia_ativa_f2;energia_ativa_f3;energia_ativa_total;energia_aparente_f1;energia_aparente_f2;energia_aparente_f3;energia_aparente_total;energia_reativa_f2;energia_reativa_f1;energia_reativa_f3;energia_reativa_total;fator_potencia_f1;fator_potencia_f2;fator_potencia_f3;Fator_Potencia_Total;potencia_aparente_f1;potencia_aparente_f2;potencia_aparente_f3;potencia_aparente_total;potencia_ativa_f1;potencia_ativa_f2;potencia_ativa_f3;potencia_ativa_total;potencia_reativa_f1;potencia_reativa_f2;potencia_reativa_f3;potencia_reativa_total;temperatura;tensao_f1_f2;tensao_f2_f3;tensao_f3_f1;angulo_tensao_f1;angulo_tensao_f2;angulo_tensao_f3
23/03/2022 07:44;0,002;0;0,001;0,003;0,004;0,003;0,003;0,01;0,001;0,001;0;0,003;0,6;0,01;0,38;0,35;659;499;505;1663;393;5;191;589;224;230;-91;363;24;436,13;435,78;435,61;0.0;119.7;-120.0
23/03/2022 07:43;0,002;0;0,001;0,003;0,004;0,003;0,003;0,01;0,001;0,001;0;0,003;0,6;0,03;0,39;0,37;645;489;493;1627;388;15;191;594;216;225;-86;355;24;436,13;435,78;435,61;0.0;119.7;-120.0
23/03/2022 07:42;0,002;0;0,001;0,003;0,004;0,003;0,003;0,01;0,001;0,001;0;0,003;0,61;0,02;0,38;0,36;656;495;500;1651;398;8;190;596;220;231;-95;356;24;436,65;436,13;435,96;0.0;119.7;-120.1
23/03/2022 07:41;0,002;0;0,001;0,003;0,004;0,003;0,003;0,009;0,001;0,001;0;0,003;0,6;0,01;0,39;0,36;646;488;492;1626;390;7;190;587;221;227;-91;357;24;438,21;437,69;438,04;0.0;119.8;-120.1
23/03/2022 07:40;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,13;0,4;0,48;992;791;498;2281;801;99;199;1099;367;656;-78;945;24;437,34;436,82;437,86;0.0;119.8;-119.9
23/03/2022 07:39;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,13;0,41;0,49;994;790;496;2280;804;103;202;1109;369;658;-75;952;25;436,48;435,96;436,82;0.0;119.8;-120.0
23/03/2022 07:38;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,13;0,38;0,48;1003;811;502;2316;808;104;193;1105;371;675;-69;977;25;437,69;437,52;437,69;0.0;119.8;-119.9
23/03/2022 07:37;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,8;0,13;0,4;0,48;1008;812;506;2326;811;106;201;1118;377;675;-66;986;25;438,73;438,38;439,07;0.0;119.8;-119.9
23/03/2022 07:36;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,8;0,14;0,4;0,48;1004;810;509;2323;805;110;202;1117;374;669;-61;982;25;437,34;437,17;437,69;0.0;119.7;-120.0
23/03/2022 07:35;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,81;0,13;0,41;0,49;1011;810;505;2326;815;109;206;1130;382;678;-63;997;25;437,52;437;437,69;0.0;119.8;-120.0
23/03/2022 07:34;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,8;0,14;0,41;0,48;1022;819;516;2357;821;112;210;1143;386;682;-61;1007;26;438,21;437,86;438,38;0.0;119.7;-120.0
23/03/2022 07:33;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,013;0,004;0,002;0;0,006;0,8;0,13;0,38;0,47;1039;840;523;2402;832;107;201;1140;391;702;-61;1032;26;438,9;438,56;438,56;0.0;119.6;-120.0
23/03/2022 07:32;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,18;0,39;0,51;1048;850;505;2403;870;152;199;1221;355;715;-68;1002;26;438,9;438,73;438,73;0.0;119.7;-120.0
23/03/2022 07:31;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,014;0,004;0,002;0;0,006;0,83;0,18;0,39;0,51;1038;839;499;2376;865;152;196;1213;346;707;-72;981;26;436,65;436,13;436,13;0.0;119.6;-120.1
23/03/2022 07:30;0,005;0,001;0,001;0,007;0,006;0,005;0,003;0,013;0,004;0,002;0;0,006;0,84;0,2;0,39;0,52;1025;840;490;2355;858;165;191;1214;337;707;-60;984;26;436,13;435,78;435,78;0.0;119.7;-120.0
